"Record Length"	2002	"Points"	-2.004194e-008	0.00754337
"Sample Interval"	5e-011	s	-1.999194e-008	-0.0163489
"Trigger Point"	400	"Samples"	-1.994194e-008	0.00809262
"Trigger Time"	0.838849	s	-1.989194e-008	0.0281402
			-1.984194e-008	-0.00852213
"Horizontal Offset"	-2.00419e-008	s	-1.979194e-008	-0.0296682
			-1.974194e-008	-0.00838482
			-1.969194e-008	0.016606
			-1.964194e-008	0.0292387
			-1.959194e-008	0.0126239
			-1.954194e-008	-0.00989525
			-1.949194e-008	-0.00261771
			-1.944194e-008	0.018391
			-1.939194e-008	0.0281402
			-1.934194e-008	0.0159194
			-1.929194e-008	-0.00605051
			-1.924194e-008	-0.0156623
			-1.919194e-008	-0.0122296
			-1.914194e-008	0.0159194
			-1.909194e-008	0.0431072
			-1.904194e-008	0.024982
			-1.899194e-008	0.0128985
			-1.894194e-008	0.0321222
			-1.889194e-008	0.0193522
			-1.884194e-008	-0.0284324
			-1.879194e-008	-0.0351606
			-1.874194e-008	0.00520907
			-1.869194e-008	0.00273745
			-1.864194e-008	-0.0357099
			-1.859194e-008	-0.0170355
			-1.854194e-008	0.0212746
			-1.849194e-008	0.00122702
			-1.844194e-008	-0.0188205
			-1.839194e-008	0.0194895
			-1.834194e-008	0.0501101
			-1.829194e-008	0.0167433
			-1.824194e-008	-0.0189578
			-1.819194e-008	-0.0164862
			-1.814194e-008	-0.00481471
			-1.809194e-008	0.00946574
			-1.804194e-008	0.00205089
			-1.799194e-008	-0.011543
			-1.794194e-008	0.0101523
			-1.789194e-008	0.0124866
			-1.784194e-008	-0.0281577
			-1.779194e-008	-0.0394173
			-1.774194e-008	-0.00302965
			-1.769194e-008	0.0164686
			-1.764194e-008	0.0032867
			-1.759194e-008	0.00658219
			-1.754194e-008	0.0211373
			-1.749194e-008	0.0164686
			-1.744194e-008	0.0229223
			-1.739194e-008	0.0370654
			-1.734194e-008	0.0373401
			-1.729194e-008	0.0540921
			-1.724194e-008	0.0499728
			-1.719194e-008	0.00974036
			-1.714194e-008	0.0145463
			-1.709194e-008	0.0318476
			-1.704194e-008	-0.0103072
			-1.699194e-008	-0.037083
			-1.694194e-008	0.000403148
			-1.689194e-008	0.0207253
			-1.684194e-008	-0.00193116
			-1.679194e-008	-0.0217041
			-1.674194e-008	-0.028295
			-1.669194e-008	-0.0306294
			-1.664194e-008	-0.0385934
			-1.659194e-008	-0.0359845
			-1.654194e-008	-0.0116803
			-1.649194e-008	-0.0131907
			-1.644194e-008	-0.0363965
			-1.639194e-008	-0.0232145
			-1.634194e-008	0.0133105
			-1.629194e-008	0.0312983
			-1.624194e-008	0.0126239
			-1.619194e-008	-0.0125042
			-1.614194e-008	0.0090538
			-1.609194e-008	0.0278655
			-1.604194e-008	-0.00385352
			-1.599194e-008	-0.0252742
			-1.594194e-008	-0.0101699
			-1.589194e-008	-0.009346
			-1.584194e-008	-0.0391427
			-1.579194e-008	-0.0357099
			-1.574194e-008	0.00136433
			-1.569194e-008	-0.00412815
			-1.564194e-008	-0.018134
			-1.559194e-008	0.0120747
			-1.554194e-008	0.0476385
			-1.549194e-008	0.0369281
			-1.544194e-008	-0.0082475
			-1.539194e-008	-0.00673707
			-1.534194e-008	0.0201761
			-1.529194e-008	0.005621
			-1.524194e-008	-0.00756094
			-1.519194e-008	-8.78796e-006
			-1.514194e-008	0.010015
			-1.509194e-008	0.00685681
			-1.504194e-008	-0.01374
			-1.499194e-008	-0.00838482
			-1.494194e-008	0.00314939
			-1.489194e-008	-0.0141519
			-1.484194e-008	-0.0145639
			-1.479194e-008	0.00260014
			-1.474194e-008	-0.0024804
			-1.469194e-008	0.00205089
			-1.464194e-008	0.0236089
			-1.459194e-008	0.0223731
			-1.454194e-008	0.0201761
			-1.449194e-008	0.00891649
			-1.444194e-008	-0.0192325
			-1.439194e-008	-0.00151922
			-1.434194e-008	0.0351431
			-1.429194e-008	0.031161
			-1.424194e-008	0.00740606
			-1.419194e-008	0.00479713
			-1.414194e-008	0.0237462
			-1.409194e-008	0.0194895
			-1.404194e-008	0.0032867
			-1.399194e-008	0.0179791
			-1.394194e-008	0.0458534
			-1.389194e-008	0.0413221
			-1.384194e-008	-0.00673707
			-1.379194e-008	-0.028707
			-1.374194e-008	0.00356132
			-1.369194e-008	0.0090538
			-1.364194e-008	-0.0296682
			-1.359194e-008	-0.0394173
			-1.354194e-008	-0.00481471
			-1.349194e-008	0.016194
			-1.344194e-008	0.00438519
			-1.339194e-008	0.00136433
			-1.334194e-008	0.0306118
			-1.329194e-008	0.0332207
			-1.324194e-008	-0.0179967
			-1.319194e-008	-0.0151131
			-1.314194e-008	0.043931
			-1.309194e-008	0.0307491
			-1.304194e-008	-0.0230772
			-1.299194e-008	-0.0211548
			-1.294194e-008	0.0175671
			-1.289194e-008	0.0306118
			-1.284194e-008	-0.00618783
			-1.279194e-008	-0.0336502
			-1.274194e-008	0.00122702
			-1.269194e-008	0.0263551
			-1.264194e-008	-0.0118176
			-1.259194e-008	-0.0288443
			-1.254194e-008	0.00685681
			-1.249194e-008	0.0102896
			-1.244194e-008	-0.0307667
			-1.239194e-008	-0.0350233
			-1.234194e-008	0.00383595
			-1.229194e-008	0.0101523
			-1.224194e-008	-0.0267846
